Simulation	mem	times	h	pneut	s
slim	17516	0.48484444444444447	0.5	0.99	0.05
slim	16788	0.5131611111111112	0.5	0.99	0.05
slim	16912	0.5044166666666667	0.5	0.99	0.05
fwdpy11	32700	0.312225	0.0	0.9	0.05
fwdpy11	30836	0.31512222222222225	0.0	0.9	0.05
fwdpy11	30756	0.3146888888888889	0.0	0.9	0.05
fwdpy11	30588	0.31458888888888886	0.0	0.9	0.05
fwdpy11	30792	0.31346111111111113	0.0	0.9	0.05
fwdpy11	34872	0.3139166666666666	0.0	0.9	0.05
fwdpy11	30620	0.3147388888888889	0.0	0.9	0.05
fwdpy11	30820	0.31374722222222223	0.0	0.9	0.05
fwdpy11	31380	0.3076111111111111	0.0	0.9	0.05
fwdpy11	30860	0.31151944444444446	0.0	0.9	0.05
fwdpy11	30696	0.3084138888888889	0.0	0.9	0.05
fwdpy11	34852	0.30936111111111114	0.0	0.9	0.05
fwdpy11	31144	0.297575	0.0	0.9	0.05
fwdpy11	30752	0.3120833333333333	0.0	0.9	0.05
fwdpy11	30692	0.3138638888888889	0.0	0.9	0.05
fwdpy11	32152	0.3066416666666667	0.0	0.9	0.05
fwdpy11	30676	0.31459166666666666	0.0	0.9	0.05
fwdpy11	30832	0.3127111111111111	0.0	0.9	0.05
fwdpy11	32924	0.31201388888888887	0.0	0.9	0.05
fwdpy11	30644	0.31295833333333334	0.0	0.9	0.05
fwdpy11	31008	0.3147916666666667	0.0	0.9	0.05
fwdpy11	31076	0.29551388888888885	0.0	0.9	0.05
fwdpy11	30540	0.31279444444444443	0.0	0.9	0.05
fwdpy11	32316	0.3094722222222222	0.0	0.9	0.05
fwdpy11	31348	0.31269444444444444	0.0	0.9	0.05
fwdpy11	30788	0.31170555555555557	0.0	0.9	0.05
fwdpy11	30984	0.3136361111111111	0.0	0.9	0.05
fwdpy11	32584	0.3137638888888889	0.0	0.9	0.05
fwdpy11	30380	0.31462222222222225	0.0	0.9	0.05
fwdpy11	30428	0.3149138888888889	0.0	0.9	0.05
fwdpy11	34736	0.3100527777777778	0.0	0.9	0.05
fwdpy11	30828	0.31372777777777777	0.0	0.9	0.05
fwdpy11	30836	0.3138472222222222	0.0	0.9	0.05
fwdpy11	30740	0.31252777777777774	0.0	0.9	0.05
fwdpy11	30556	0.31445833333333334	0.0	0.9	0.05
fwdpy11	30492	0.31296111111111113	0.0	0.9	0.05
fwdpy11	30804	0.3149388888888889	0.0	0.9	0.05
fwdpy11	34744	0.31481944444444443	0.0	0.9	0.05
fwdpy11	33080	0.3148388888888889	0.0	0.9	0.05
fwdpy11	30644	0.3150944444444444	0.0	0.9	0.05
slim	16956	0.4638777777777778	0.0	0.9	0.05
slim	17580	0.4863388888888889	0.0	0.9	0.05
slim	17140	0.46965833333333334	0.0	0.9	0.05
slim	16880	0.48025833333333334	0.0	0.9	0.05
slim	16316	0.47313333333333335	0.0	0.9	0.05
slim	17692	0.4822222222222222	0.0	0.9	0.05
slim	15844	0.46133888888888885	0.0	0.9	0.05
slim	16968	0.48357777777777783	0.0	0.9	0.05
slim	16056	0.46801944444444443	0.0	0.9	0.05
slim	16620	0.4616222222222222	0.0	0.9	0.05
slim	17120	0.47433611111111107	0.0	0.9	0.05
slim	16564	0.4693	0.0	0.9	0.05
slim	16844	0.4892611111111111	0.0	0.9	0.05
slim	17140	0.4881972222222222	0.0	0.9	0.05
slim	17068	0.4700444444444445	0.0	0.9	0.05
slim	17528	0.4805833333333333	0.0	0.9	0.05
slim	16524	0.48025	0.0	0.9	0.05
slim	15908	0.4760611111111111	0.0	0.9	0.05
slim	17164	0.46336666666666665	0.0	0.9	0.05
slim	16980	0.4759027777777778	0.0	0.9	0.05
slim	16268	0.48999444444444445	0.0	0.9	0.05
slim	17368	0.4867611111111111	0.0	0.9	0.05
slim	16408	0.47081666666666666	0.0	0.9	0.05
slim	17000	0.48423333333333335	0.0	0.9	0.05
slim	16444	0.47624444444444447	0.0	0.9	0.05
slim	15920	0.4736444444444444	0.0	0.9	0.05
slim	17052	0.4763222222222222	0.0	0.9	0.05
slim	16536	0.4832916666666666	0.0	0.9	0.05
slim	17476	0.4871055555555555	0.0	0.9	0.05
slim	16732	0.47983333333333333	0.0	0.9	0.05
slim	17076	0.48398888888888886	0.0	0.9	0.05
slim	16540	0.47501944444444444	0.0	0.9	0.05
slim	17720	0.470175	0.0	0.9	0.05
slim	16508	0.4754805555555556	0.0	0.9	0.05
slim	15980	0.4809333333333333	0.0	0.9	0.05
slim	16572	0.47543888888888886	0.0	0.9	0.05
slim	17036	0.4788555555555556	0.0	0.9	0.05
slim	16960	0.47723055555555555	0.0	0.9	0.05
slim	15924	0.4757194444444444	0.0	0.9	0.05
slim	17016	0.4687527777777778	0.0	0.9	0.05
fwdpy11	32892	0.4938416666666666	0.5	0.9	0.05
fwdpy11	33316	0.4872166666666667	0.5	0.9	0.05
fwdpy11	33112	0.49611944444444445	0.5	0.9	0.05
fwdpy11	39088	0.4870888888888889	0.5	0.9	0.05
fwdpy11	37328	0.4920527777777778	0.5	0.9	0.05
fwdpy11	33324	0.49812222222222224	0.5	0.9	0.05
fwdpy11	33308	0.49419166666666664	0.5	0.9	0.05
fwdpy11	32856	0.4958888888888889	0.5	0.9	0.05
fwdpy11	33260	0.49041944444444446	0.5	0.9	0.05
fwdpy11	33020	0.4940805555555556	0.5	0.9	0.05
fwdpy11	33344	0.4895027777777778	0.5	0.9	0.05
fwdpy11	33608	0.4943666666666667	0.5	0.9	0.05
fwdpy11	33412	0.4653722222222222	0.5	0.9	0.05
fwdpy11	33104	0.49396388888888887	0.5	0.9	0.05
fwdpy11	32828	0.49402222222222225	0.5	0.9	0.05
fwdpy11	33140	0.5004972222222223	0.5	0.9	0.05
fwdpy11	32912	0.5003555555555556	0.5	0.9	0.05
fwdpy11	35004	0.4951611111111111	0.5	0.9	0.05
fwdpy11	32748	0.48556944444444444	0.5	0.9	0.05
fwdpy11	32944	0.49794166666666667	0.5	0.9	0.05
fwdpy11	39272	0.49651666666666666	0.5	0.9	0.05
fwdpy11	37640	0.4799083333333334	0.5	0.9	0.05
fwdpy11	32796	0.49936111111111114	0.5	0.9	0.05
fwdpy11	35220	0.4993194444444444	0.5	0.9	0.05
fwdpy11	32692	0.49041111111111113	0.5	0.9	0.05
fwdpy11	33152	0.49211666666666665	0.5	0.9	0.05
fwdpy11	34972	0.49470833333333336	0.5	0.9	0.05
fwdpy11	33412	0.4864388888888889	0.5	0.9	0.05
fwdpy11	32844	0.49776944444444443	0.5	0.9	0.05
fwdpy11	32812	0.4933916666666667	0.5	0.9	0.05
fwdpy11	33356	0.49266388888888885	0.5	0.9	0.05
fwdpy11	34068	0.4960805555555556	0.5	0.9	0.05
fwdpy11	33060	0.49249444444444446	0.5	0.9	0.05
fwdpy11	33212	0.49069444444444443	0.5	0.9	0.05
fwdpy11	33216	0.4938361111111111	0.5	0.9	0.05
fwdpy11	33292	0.4974388888888889	0.5	0.9	0.05
fwdpy11	35684	0.49704166666666666	0.5	0.9	0.05
fwdpy11	33112	0.48881111111111114	0.5	0.9	0.05
fwdpy11	36860	0.49611666666666665	0.5	0.9	0.05
fwdpy11	34840	0.4947138888888889	0.5	0.9	0.05
slim	17632	0.5439388888888889	0.5	0.9	0.05
slim	17648	0.5273638888888889	0.5	0.9	0.05
slim	17380	0.5411	0.5	0.9	0.05
slim	16888	0.531725	0.5	0.9	0.05
slim	17824	0.5422944444444444	0.5	0.9	0.05
slim	17872	0.5455666666666666	0.5	0.9	0.05
slim	17704	0.5457638888888889	0.5	0.9	0.05
slim	17096	0.5492972222222222	0.5	0.9	0.05
slim	18084	0.5406083333333334	0.5	0.9	0.05
slim	17176	0.5310333333333334	0.5	0.9	0.05
slim	17384	0.5441805555555556	0.5	0.9	0.05
slim	17500	0.5239194444444444	0.5	0.9	0.05
slim	17648	0.5533611111111111	0.5	0.9	0.05
slim	17172	0.5342027777777778	0.5	0.9	0.05
slim	17440	0.5430305555555556	0.5	0.9	0.05
slim	17968	0.5381277777777778	0.5	0.9	0.05
slim	17408	0.5422472222222222	0.5	0.9	0.05
slim	17236	0.5424944444444445	0.5	0.9	0.05
slim	17720	0.5461333333333334	0.5	0.9	0.05
slim	18336	0.520425	0.5	0.9	0.05
slim	18280	0.5503194444444445	0.5	0.9	0.05
slim	17156	0.5394611111111111	0.5	0.9	0.05
slim	18212	0.5344666666666666	0.5	0.9	0.05
slim	17756	0.5229638888888889	0.5	0.9	0.05
slim	18324	0.5541	0.5	0.9	0.05
slim	16928	0.5317166666666667	0.5	0.9	0.05
slim	17308	0.5386472222222223	0.5	0.9	0.05
slim	17548	0.5375388888888889	0.5	0.9	0.05
slim	17892	0.55425	0.5	0.9	0.05
slim	17372	0.5276416666666667	0.5	0.9	0.05
slim	17292	0.5470416666666666	0.5	0.9	0.05
slim	17424	0.5367638888888888	0.5	0.9	0.05
slim	17356	0.5372638888888889	0.5	0.9	0.05
slim	17284	0.5440972222222222	0.5	0.9	0.05
slim	17144	0.5502833333333333	0.5	0.9	0.05
slim	17192	0.5409583333333333	0.5	0.9	0.05
slim	17852	0.5319055555555555	0.5	0.9	0.05
slim	17780	0.525938888888889	0.5	0.9	0.05
slim	17948	0.5431638888888889	0.5	0.9	0.05
slim	17340	0.536025	0.5	0.9	0.05
